# gene name           KO     thrshld  score   E-value KO definition
#-------------------- ------ ------- ------ --------- ---------------------
* JOEDHDHP_04703      K00817  298.53  412.6  1.3e-123 histidinol-phosphate aminotransferase [EC:2.6.1.9]
* JOEDHDHP_04704      K00013  467.30  629.4  2.3e-189 histidinol dehydrogenase [EC:1.1.1.23]
* JOEDHDHP_04708      K05834  169.13  257.6     3e-77 homoserine/homoserine lactone efflux protein
* JOEDHDHP_04710      K09858   59.93  118.9   6.9e-35 SEC-C motif domain protein
* JOEDHDHP_04715      K04762   55.70  181.1   8.3e-54 ribosome-associated heat shock protein Hsp15
* JOEDHDHP_04716      K00767  215.20  339.1  8.7e-102 nicotinate-nucleotide pyrophosphorylase (carboxylating) [EC:2.4.2.19]
* JOEDHDHP_04717      K00278  544.60  664.1    1e-199 L-aspartate oxidase [EC:1.4.3.16]
* JOEDHDHP_04718      K03517   95.83  413.3  3.4e-124 quinolinate synthase [EC:2.5.1.72]
* JOEDHDHP_04722      K01012  161.93  376.4    7e-113 biotin synthase [EC:2.8.1.6]
* JOEDHDHP_04724      K03668   74.73   85.8   9.1e-25 heat shock protein HslJ
* JOEDHDHP_04725      K03070  211.53  733.6  1.1e-220 preprotein translocase subunit SecA [EC:7.4.2.8]
* JOEDHDHP_04730      K12410  220.10  335.6  1.1e-100 NAD-dependent protein deacetylase/lipoamidase [EC:2.3.1.286 2.3.1.313]
* JOEDHDHP_04735      K19577  438.43  533.1    3e-160 MFS transporter, DHA1 family, inner membrane transport protein
* JOEDHDHP_04737      K01214  977.47 1361.9         0 isoamylase [EC:3.2.1.68]
* JOEDHDHP_04738      K06044  492.33 1078.5         0 (1->4)-alpha-D-glucan 1-alpha-D-glucosylmutase [EC:5.4.99.15]
* JOEDHDHP_04739      K01236  431.60  898.2  1.4e-270 maltooligosyltrehalose trehalohydrolase [EC:3.2.1.141]
* JOEDHDHP_04740      K08167  413.37  708.3  3.5e-213 MFS transporter, DHA2 family, multidrug resistance protein
* JOEDHDHP_04742      K01754  264.87  409.3  7.7e-123 threonine dehydratase [EC:4.3.1.19]
* JOEDHDHP_04743      K00540   67.07  276.8   5.5e-83 F420H(2)-dependent quinone reductase [EC:1.1.98.-]
* JOEDHDHP_04745      K02337  923.53 1474.9         0 DNA polymerase III subunit alpha [EC:2.7.7.7]
* JOEDHDHP_04747      K06180  292.73  336.1  1.5e-100 23S rRNA pseudouridine1911/1915/1917 synthase [EC:5.4.99.23]
* JOEDHDHP_04748      K03101   27.80  200.3   9.7e-60 signal peptidase II [EC:3.4.23.36]
* JOEDHDHP_04752      K02346  376.03  481.6  8.9e-145 DNA polymerase IV [EC:2.7.7.7]
* JOEDHDHP_04753      K01462   71.43  192.1   2.6e-57 peptide deformylase [EC:3.5.1.88]
* JOEDHDHP_04754      K01870  488.73 1127.8         0 isoleucyl-tRNA synthetase [EC:6.1.1.5]
* JOEDHDHP_04756      K04074   47.67   89.4   8.9e-26 cell division initiation protein
* JOEDHDHP_04757      K02221   22.03   45.2   2.4e-12 YggT family protein
* JOEDHDHP_04758      K09772   38.80  173.6   1.3e-51 cell division inhibitor SepF
* JOEDHDHP_04759      K06997  101.07  270.6   8.4e-81 PLP dependent protein
* JOEDHDHP_04760      K05810   62.83  275.4   2.9e-82 purine-nucleoside/S-methyl-5'-thioadenosine phosphorylase / adenosine deaminase [EC:2.4.2.1 2.4.2.28 3.5.4.4]
* JOEDHDHP_04761      K03531  142.37  564.7    4e-170 cell division protein FtsZ
* JOEDHDHP_04762      K03589   45.37  157.2   2.5e-46 cell division protein FtsQ
* JOEDHDHP_04763      K01924  385.37  623.4    2e-187 UDP-N-acetylmuramate--alanine ligase [EC:6.3.2.8]
* JOEDHDHP_04764      K02563  135.80  426.6  2.9e-128 UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase [EC:2.4.1.227]
* JOEDHDHP_04765      K03588  358.73  492.9  2.7e-148 peptidoglycan glycosyltransferase [EC:2.4.99.28]
* JOEDHDHP_04766      K01925  371.73  497.4  1.7e-149 UDP-N-acetylmuramoylalanine--D-glutamate ligase [EC:6.3.2.9]
* JOEDHDHP_04767      K01000  182.20  400.5  3.3e-120 phospho-N-acetylmuramoyl-pentapeptide-transferase [EC:2.7.8.13]
* JOEDHDHP_04768      K01929  326.67  498.8  5.8e-150 UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase [EC:6.3.2.10]
* JOEDHDHP_04769      K01928  403.30  613.9  8.9e-185 UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase [EC:6.3.2.13]
* JOEDHDHP_04770      K03587  462.20  624.4  7.1e-188 cell division protein FtsI (penicillin-binding protein 3) [EC:3.4.16.4]
* JOEDHDHP_04772      K03438  387.23  419.0  8.4e-126 16S rRNA (cytosine1402-N4)-methyltransferase [EC:2.1.1.199]
* JOEDHDHP_04773      K03925   42.90  171.8   4.1e-51 transcriptional regulator MraZ
* JOEDHDHP_04781      K00297  188.03  305.2   2.6e-91 methylenetetrahydrofolate reductase (NADH) [EC:1.5.1.54]
* JOEDHDHP_04782      K13787  299.63  411.7  1.6e-123 geranylgeranyl diphosphate synthase, type I [EC:2.5.1.1 2.5.1.10 2.5.1.29]
* JOEDHDHP_04783      K10027  520.17  581.6  5.9e-175 phytoene desaturase [EC:1.3.99.26 1.3.99.28 1.3.99.29 1.3.99.31]
* JOEDHDHP_04784      K14337  409.57  614.4    5e-185 alpha-1,6-mannosyltransferase [EC:2.4.1.-]
* JOEDHDHP_04785      K02291  143.40  337.5  3.7e-101 15-cis-phytoene synthase [EC:2.5.1.32]
* JOEDHDHP_04787      K12132  232.80  343.7  3.5e-103 eukaryotic-like serine/threonine-protein kinase [EC:2.7.11.1]
* JOEDHDHP_04788      K01626   56.33  452.6  6.1e-136 3-deoxy-7-phosphoheptulonate synthase [EC:2.5.1.54]
* JOEDHDHP_04790      K13671  299.03  377.9    2e-113 alpha-1,2-mannosyltransferase [EC:2.4.1.-]
* JOEDHDHP_04791      K00655  119.10  242.9   1.6e-72 1-acyl-sn-glycerol-3-phosphate acyltransferase [EC:2.3.1.51]
* JOEDHDHP_04792      K25026  278.57  362.7    1e-108 glucokinase [EC:2.7.1.2]
* JOEDHDHP_04794      K01551   65.60  194.3     1e-57 arsenite/tail-anchored protein-transporting ATPase [EC:7.3.2.7 7.3.-.-]
* JOEDHDHP_04797      K01897  433.07  520.4  2.4e-156 long-chain-fatty-acid---CoA ligase [EC:6.2.1.3]
* JOEDHDHP_04798      K13668  258.20  497.3    2e-149 phosphatidyl-myo-inositol dimannoside synthase [EC:2.4.1.346]
* JOEDHDHP_04800      K21471  152.60  240.4     2e-71 peptidoglycan DL-endopeptidase CwlO [EC:3.4.-.-]
* JOEDHDHP_04801      K21471  152.60  157.9   2.2e-46 peptidoglycan DL-endopeptidase CwlO [EC:3.4.-.-]
* JOEDHDHP_04803      K02342  102.60  227.9   5.7e-68 DNA polymerase III subunit epsilon [EC:2.7.7.7]
* JOEDHDHP_04803      K09951   43.87   75.6   1.5e-21 CRISPR-associated protein Cas2
* JOEDHDHP_04806      K07448   33.23   60.3   5.6e-17 restriction system protein
* JOEDHDHP_04814      K06991   76.13  218.0   1.6e-65 uncharacterized protein
* JOEDHDHP_04816      K13464   33.13   36.6     6e-10 jasmonate ZIM domain-containing protein
* JOEDHDHP_04817      K02057  329.23  390.5  3.3e-117 simple sugar transport system permease protein
* JOEDHDHP_04818      K02058  214.67  370.0  5.6e-111 simple sugar transport system substrate-binding protein
* JOEDHDHP_04819      K00078  255.17  287.4   4.9e-86 dihydrodiol dehydrogenase / D-xylose 1-dehydrogenase (NADP) [EC:1.3.1.20 1.1.1.179]
* JOEDHDHP_04820      K00010  267.03  344.7  2.1e-103 myo-inositol 2-dehydrogenase / D-chiro-inositol 1-dehydrogenase [EC:1.1.1.18 1.1.1.369]
* JOEDHDHP_04821      K03710  178.20  207.3   1.3e-61 GntR family transcriptional regulator
* JOEDHDHP_04822      K03338  267.37  555.1  4.8e-167 5-dehydro-2-deoxygluconokinase [EC:2.7.1.92]
* JOEDHDHP_04824      K03337  139.60  452.8    2e-136 5-deoxy-glucuronate isomerase [EC:5.3.1.30]
* JOEDHDHP_04825      K03336  462.67  974.9  4.6e-294 3D-(3,5/4)-trihydroxycyclohexane-1,2-dione acylhydrolase (decyclizing) [EC:3.7.1.22]
* JOEDHDHP_04826      K03335  127.57  322.1   1.6e-96 inosose dehydratase [EC:4.2.1.44]
* JOEDHDHP_04827      K00010  267.03  375.9  7.6e-113 myo-inositol 2-dehydrogenase / D-chiro-inositol 1-dehydrogenase [EC:1.1.1.18 1.1.1.369]
* JOEDHDHP_04828      K06605  246.70  430.1  9.1e-130 myo-inositol catabolism protein IolH
* JOEDHDHP_04829      K00140  494.97  888.4  1.8e-267 malonate-semialdehyde dehydrogenase (acetylating) / methylmalonate-semialdehyde dehydrogenase [EC:1.2.1.18 1.2.1.27]
* JOEDHDHP_04832      K06609  462.30  674.8  1.7e-203 MFS transporter, SP family, major inositol transporter
* JOEDHDHP_04833      K02529  271.43  274.6   5.2e-82 LacI family transcriptional regulator, galactose operon repressor
* JOEDHDHP_04844      K01725   89.33  194.6   5.2e-58 cyanate lyase [EC:4.2.1.104]
* JOEDHDHP_04849      K01640  140.17  381.4    3e-114 hydroxymethylglutaryl-CoA lyase [EC:4.1.3.4]
* JOEDHDHP_04851      K18313  498.97  609.8    6e-184 succinyl-CoA---D-citramalate CoA-transferase [EC:2.8.3.20]
* JOEDHDHP_04852      K01473  687.37  873.4  6.6e-263 N-methylhydantoinase A [EC:3.5.2.14]
* JOEDHDHP_04854      K13995  160.97  293.2   5.3e-88 maleamate amidohydrolase [EC:3.5.1.107]
* JOEDHDHP_04860      K06048  105.13  197.7   9.5e-59 glutamate---cysteine ligase / carboxylate-amine ligase [EC:6.3.2.2 6.3.-.-]
* JOEDHDHP_04861      K06048  105.13  159.5   3.5e-47 glutamate---cysteine ligase / carboxylate-amine ligase [EC:6.3.2.2 6.3.-.-]
* JOEDHDHP_04866      K22297  134.17  238.9   1.1e-71 Fur family transcriptional regulator, stress-responsive regulator
* JOEDHDHP_04867      K03782  509.23 1348.3         0 catalase-peroxidase [EC:1.11.1.21]
* JOEDHDHP_04868      K03743   24.80  136.4   3.9e-40 nicotinamide-nucleotide amidase [EC:3.5.1.42]
* JOEDHDHP_04869      K01916  284.07  336.2  6.7e-101 NAD+ synthase [EC:6.3.1.5]
* JOEDHDHP_04870      K04749   68.00   89.4   8.2e-26 anti-sigma B factor antagonist
* JOEDHDHP_04873      K07217  208.73  370.6  2.1e-111 manganese catalase [EC:1.11.1.6]
* JOEDHDHP_04874      K06446  490.90  608.2  1.5e-183 acyl-CoA dehydrogenase [EC:1.3.99.-]
* JOEDHDHP_04878      K08997  189.23  608.3  5.4e-183 protein adenylyltransferase [EC:2.7.7.108]
* JOEDHDHP_04879      K02013  231.17  324.3   3.9e-97 iron complex transport system ATP-binding protein [EC:7.2.2.-]
* JOEDHDHP_04880      K02015  343.00  392.4  6.2e-118 iron complex transport system permease protein
* JOEDHDHP_04881      K02016  150.37  172.5   5.6e-51 iron complex transport system substrate-binding protein
* JOEDHDHP_04882      K00540   67.07  103.0   5.4e-30 F420H(2)-dependent quinone reductase [EC:1.1.98.-]
* JOEDHDHP_04883      K18234  250.87  297.4   5.3e-89 virginiamycin A acetyltransferase [EC:2.3.1.-]
* JOEDHDHP_04884      K00355  115.30  163.7   2.2e-48 NAD(P)H dehydrogenase (quinone) [EC:1.6.5.2]
* JOEDHDHP_04890      K27877  265.87  479.3  2.3e-144 2-(methylaminoethyl)phosphonate oxidase [EC:1.5.3.27]
* JOEDHDHP_04891      K24968  408.33  423.9  4.6e-128 GntR family transcriptional regulator, repressor of the phnDCE operon
* JOEDHDHP_04891      K03710  178.20  182.3   5.5e-54 GntR family transcriptional regulator
* JOEDHDHP_04893      K02044  117.17  252.4   2.7e-75 phosphonate transport system substrate-binding protein
* JOEDHDHP_04894      K02041  268.80  361.3  1.3e-108 phosphonate transport system ATP-binding protein [EC:7.3.2.2]
* JOEDHDHP_04895      K02042  105.50  556.3  1.7e-167 phosphonate transport system permease protein
* JOEDHDHP_04897      K05522  190.53  293.7   4.5e-88 endonuclease VIII [EC:3.2.2.- 4.2.99.18]
* JOEDHDHP_04900      K07058   40.67  159.6   3.6e-47 membrane protein
* JOEDHDHP_04901      K07005   57.90  180.8   1.5e-53 uncharacterized protein
* JOEDHDHP_04902      K00375  349.37  476.9    3e-143 GntR family transcriptional regulator / MocR family aminotransferase
* JOEDHDHP_04903      K00790  177.60  603.6  7.5e-182 UDP-N-acetylglucosamine 1-carboxyvinyltransferase [EC:2.5.1.7]
* JOEDHDHP_04904      K00798   33.00  231.0   3.5e-69 cob(I)alamin adenosyltransferase [EC:2.5.1.17]
* JOEDHDHP_04907      K02112  456.00  827.5  1.8e-249 F-type H+/Na+-transporting ATPase subunit beta [EC:7.1.2.2 7.2.2.1]
* JOEDHDHP_04908      K02115  246.93  377.5  2.4e-113 F-type H+-transporting ATPase subunit gamma
* JOEDHDHP_04909      K02111  432.20  868.7  1.1e-261 F-type H+/Na+-transporting ATPase subunit alpha [EC:7.1.2.2 7.2.2.1]
* JOEDHDHP_04910      K02113   52.23  135.1     1e-39 F-type H+-transporting ATPase subunit delta
* JOEDHDHP_04911      K02109   42.70  138.8   9.3e-41 F-type H+-transporting ATPase subunit b
* JOEDHDHP_04912      K02110   59.67   71.0   2.9e-20 F-type H+-transporting ATPase subunit c
* JOEDHDHP_04913      K02108  161.43  200.7   8.5e-60 F-type H+-transporting ATPase subunit a
* JOEDHDHP_04915      K02851  235.37  382.6  8.4e-115 UDP-GlcNAc:undecaprenyl-phosphate/decaprenyl-phosphate GlcNAc-1-phosphate transferase [EC:2.7.8.33 2.7.8.35]
* JOEDHDHP_04916      K07566   86.73  245.8   3.6e-73 L-threonylcarbamoyladenylate synthase [EC:2.7.7.87]
* JOEDHDHP_04917      K02493  234.17  288.5   3.9e-86 release factor glutamine methyltransferase [EC:2.1.1.297]
* JOEDHDHP_04919      K02835  371.83  481.6  1.4e-144 peptide chain release factor 1
* JOEDHDHP_04920      K02909   24.63  122.3   4.5e-36 large subunit ribosomal protein L31
* JOEDHDHP_04921      K03628  198.17  750.7  3.2e-226 transcription termination factor Rho
* JOEDHDHP_04922      K00872  169.07  345.4  1.6e-103 homoserine kinase [EC:2.7.1.39]
* JOEDHDHP_04923      K01733  265.67  405.4  1.4e-121 threonine synthase [EC:4.2.3.1]
* JOEDHDHP_04924      K00003  273.33  624.0  1.1e-187 homoserine dehydrogenase [EC:1.1.1.3]
* JOEDHDHP_04925      K01586  272.33  505.8  5.6e-152 diaminopimelate decarboxylase [EC:4.1.1.20]
* JOEDHDHP_04926      K01887  109.33  453.2    5e-136 arginyl-tRNA synthetase [EC:6.1.1.19]
* JOEDHDHP_04935      K01692  314.83  402.7  6.6e-121 enoyl-CoA hydratase [EC:4.2.1.17]
* JOEDHDHP_04936      K00020  357.30  371.3  2.6e-111 3-hydroxyisobutyrate dehydrogenase [EC:1.1.1.31]
* JOEDHDHP_04937      K05605  170.97  402.2  1.4e-120 3-hydroxyisobutyryl-CoA hydrolase [EC:3.1.2.4]
* JOEDHDHP_04938      K11538  518.00  628.0  4.2e-189 isobutyryl-CoA dehydrogenase [EC:1.3.99.-]
* JOEDHDHP_04939      K00140  494.97  866.5  7.3e-261 malonate-semialdehyde dehydrogenase (acetylating) / methylmalonate-semialdehyde dehydrogenase [EC:1.2.1.18 1.2.1.27]
* JOEDHDHP_04944      K00014  278.63  289.7   1.2e-86 shikimate dehydrogenase [EC:1.1.1.25]
* JOEDHDHP_04945      K02564  163.47  345.9    9e-104 glucosamine-6-phosphate deaminase [EC:3.5.99.6]
* JOEDHDHP_04946      K01443  101.00  353.8  4.4e-106 N-acetylglucosamine-6-phosphate deacetylase [EC:3.5.1.25]
* JOEDHDHP_04947      K02804  623.17  639.2  1.6e-192 N-acetylglucosamine PTS system EIICBA or EIICB component [EC:2.7.1.193]
* JOEDHDHP_04948      K02803   99.60  127.8   3.2e-38 N-acetylglucosamine PTS system EIIB component [EC:2.7.1.193]
* JOEDHDHP_04950      K24967  250.90  294.9   3.2e-88 GntR family transcriptional regulator, N-acetylglucosamine utilization regulator
* JOEDHDHP_04950      K03710  178.20  237.6   7.9e-71 GntR family transcriptional regulator
* JOEDHDHP_04951      K05782  173.50  489.5    2e-147 benzoate membrane transport protein
* JOEDHDHP_04952      K07107   73.83  150.7     2e-44 acyl-CoA thioester hydrolase [EC:3.1.2.-]
* JOEDHDHP_04956      K00325  619.60  676.8  1.6e-203 proton-translocating NAD(P)+ transhydrogenase subunit beta [EC:7.1.1.1]
* JOEDHDHP_04958      K00324  300.97  507.4  1.8e-152 proton-translocating NAD(P)+ transhydrogenase subunit alpha [EC:7.1.1.1]
* JOEDHDHP_04959      K02503   85.30  126.4   3.8e-37 histidine triad (HIT) family protein [EC:3.9.1.-]
* JOEDHDHP_04960      K05995   84.73  121.9   9.9e-36 dipeptidase E [EC:3.4.13.21]
* JOEDHDHP_04962      K00104  524.43  601.5  4.9e-181 glycolate dehydrogenase FAD-linked subunit [EC:1.1.99.14]
* JOEDHDHP_04963      K15372  459.30  729.2    9e-220 taurine---2-oxoglutarate transaminase [EC:2.6.1.55]
* JOEDHDHP_04964      K02051  155.63  174.9   1.1e-51 NitT/TauT family transport system substrate-binding protein
* JOEDHDHP_04965      K02050  144.10  183.2   2.4e-54 NitT/TauT family transport system permease protein
* JOEDHDHP_04966      K02049  350.07  382.3  1.5e-114 NitT/TauT family transport system ATP-binding protein
* JOEDHDHP_04966      K15555  329.90  339.2  8.5e-102 sulfonate transport system ATP-binding protein [EC:7.6.2.14]
* JOEDHDHP_04966      K13464   33.13   43.9   3.8e-12 jasmonate ZIM domain-containing protein
* JOEDHDHP_04967      K02050  144.10  172.1   5.6e-51 NitT/TauT family transport system permease protein
* JOEDHDHP_04968      K00320  221.67  245.6   2.7e-73 5,10-methylenetetrahydromethanopterin reductase [EC:1.5.98.2]
* JOEDHDHP_04969      K01464  388.13  624.7  5.8e-188 dihydropyrimidinase [EC:3.5.2.2]
* JOEDHDHP_04970      K01431  279.87  342.6  1.3e-102 beta-ureidopropionase [EC:3.5.1.6]
* JOEDHDHP_04972      K03929  476.37  528.3  1.2e-158 para-nitrobenzyl esterase [EC:3.1.1.-]
* JOEDHDHP_04975      K03707  213.77  218.4   4.3e-65 thiaminase (transcriptional activator TenA) [EC:3.5.99.2]
* JOEDHDHP_04977      K02050  144.10  226.4   1.9e-67 NitT/TauT family transport system permease protein
* JOEDHDHP_04979      K01118   96.93  194.2   1.1e-57 FMN-dependent NADH-azoreductase [EC:1.7.1.17]
* JOEDHDHP_04983      K06975   42.53   95.4   1.4e-27 uncharacterized protein
* JOEDHDHP_04994      K07098   83.23  289.0   1.6e-86 uncharacterized protein
* JOEDHDHP_04999      K06177  225.07  290.3   8.3e-87 tRNA pseudouridine32 synthase / 23S rRNA pseudouridine746 synthase [EC:5.4.99.28 5.4.99.29]
* JOEDHDHP_05000      K07146  158.23  320.6   5.8e-96 UPF0176 protein
* JOEDHDHP_05001      K01113   77.83  491.8  1.1e-147 alkaline phosphatase D [EC:3.1.3.1]
* JOEDHDHP_05002      K06876  120.20  650.1  1.3e-195 (6-4)DNA photolyase [EC:4.1.99.13]
* JOEDHDHP_05005      K25286  275.37  318.6   3.1e-95 iron-siderophore transport system substrate-binding protein
* JOEDHDHP_05006      K07124  228.83  330.7   4.1e-99 uncharacterized protein
* JOEDHDHP_05011      K07101  124.63  192.6     2e-57 uncharacterized protein
* JOEDHDHP_05015      K03651  113.10  262.3     2e-78 3',5'-cyclic-AMP phosphodiesterase [EC:3.1.4.53]
* JOEDHDHP_05017      K28556  384.77  475.7  2.5e-143 pimeloyl-CoA dehydrogenase small subunit [EC:1.3.1.62]
* JOEDHDHP_05018      K04118  540.13  641.2  1.7e-193 pimeloyl-CoA dehydrogenase large subunit [EC:1.3.1.62]
* JOEDHDHP_05019      K15640  216.07  222.6     2e-66 uncharacterized phosphatase
* JOEDHDHP_05021      K02424  313.37  529.8  1.3e-159 L-cystine transport system substrate-binding protein
* JOEDHDHP_05021      K10009  312.50  420.7    2e-126 L-cystine transport system permease protein
* JOEDHDHP_05021      K02029  218.37  287.9   3.1e-86 polar amino acid transport system permease protein
* JOEDHDHP_05021      K02030   88.33  206.5   1.9e-61 polar amino acid transport system substrate-binding protein
* JOEDHDHP_05022      K02028  390.33  411.2  1.9e-123 polar amino acid transport system ATP-binding protein [EC:7.4.2.1]
* JOEDHDHP_05022      K13464   33.13   46.9   4.6e-13 jasmonate ZIM domain-containing protein
* JOEDHDHP_05023      K11177  644.10  941.7  1.5e-283 xanthine dehydrogenase YagR molybdenum-binding subunit [EC:1.17.1.4]
* JOEDHDHP_05024      K11178  250.83  522.5  2.3e-157 xanthine dehydrogenase YagS FAD-binding subunit [EC:1.17.1.4]
* JOEDHDHP_05025      K13483  255.73  308.3   1.7e-92 xanthine dehydrogenase YagT iron-sulfur-binding subunit
* JOEDHDHP_05026      K05592  539.50  792.0  1.4e-238 ATP-dependent RNA helicase DeaD [EC:5.6.2.7]
* JOEDHDHP_05027      K01897  433.07  508.3  1.1e-152 long-chain-fatty-acid---CoA ligase [EC:6.2.1.3]
* JOEDHDHP_05032      K05888  483.00  652.7    1e-196 L-gulono-1,4-lactone dehydrogenase [EC:1.1.2.-]
* JOEDHDHP_05034      K21053  388.27  513.4  1.1e-154 adenine deaminase [EC:3.5.4.2]
* JOEDHDHP_05039      K03704   79.87  122.2     7e-36 cold shock protein
